PROBEID,SYMBOL,GENENAME,LOGFC,AVEEXPR,T,P.VALUE,ADJ.P.VAL,B,CONDITION,TIME
230347_at,ORAI2,ORAI calcium release-activated calcium modulator 2,0.191686442,5.467003727,3.210097571,0.002081825,0.025334918,-1.594282506,0,3.02
228185_at,ZNF25,zinc finger protein 25,0.273157508,4.662937454,3.209676095,0.002084449,0.025350615,-1.595415673,0,10.12
239644_at,ZC3H8,zinc finger CCCH-type containing 8,-0.300863288,6.537138895,-3.209479477,0.002085674,0.02535971,-1.595944256,1,6.04
217773_s_at,NDUFA4,NDUFA4 mitochondrial complex associated,0.55894683,7.486294215,3.209318979,0.002086674,0.025366071,-1.596375719,0,0.99
220918_at,RUNX1-IT1,RUNX1 intronic transcript 1,-0.260549986,7.438041635,-3.208871969,0.002089463,0.025394164,-1.597577325,1,35.12
221981_s_at,WDR59,WD repeat domain 59,-0.233773699,6.178841775,-3.207760323,0.002096413,0.025470645,-1.600565017,1,12.65
218471_s_at,BBS1,Bardet-Biedl syndrome 1,-0.225343926,4.495441632,-3.207712264,0.002096714,0.025470645,-1.600694168,1,16.03
225858_s_at,XIAP,X-linked inhibitor of apoptosis,-0.254032821,6.818143773,-3.207628993,0.002097236,0.025471159,-1.600917936,1,21.75
1555348_at,TFAP2E,transcription factor AP-2 epsilon,-0.213545438,5.760560309,-3.206947577,0.002101509,0.025504257,-1.602748914,1,31.14
219112_at,RAPGEF6,Rap guanine nucleotide exchange factor 6,-0.231662159,8.419789052,-3.206737381,0.002102828,0.025504257,-1.603313661,1,53.98
214779_s_at,SGSM3,small G protein signaling modulator 3,-0.174076594,5.169343539,-3.206659052,0.00210332,0.025504257,-1.603524104,1,18.27
210053_at,TAF5,TATA-box binding protein associated factor 5,0.254093604,5.850139665,3.205328216,0.002111696,0.025579759,-1.607099063,0,57.98
205077_s_at,PIGF,phosphatidylinositol glycan anchor biosynthesis class F,0.21801591,7.610912864,3.205287328,0.002111953,0.025579759,-1.607208882,0,22.96
226206_at,MAFK,MAF bZIP transcription factor K,-0.212806619,6.792203289,-3.2039712,0.002120268,0.025664804,-1.610743263,1,19.45
215547_at,TSC22D2,TSC22 domain family member 2,-0.139830855,6.180845249,-3.203889313,0.002120786,0.025664804,-1.610963131,1,49.47
231836_at,ZNF875,zinc finger protein 875,-0.254913485,6.318069657,-3.203544335,0.002122971,0.025680346,-1.61188936,1,12.02
229420_at,LINC02067,long intergenic non-protein coding RNA 2067,-0.148024175,11.64801348,-3.203398843,0.002123893,0.025683401,-1.612279969,1,14.03
210985_s_at,SP100,SP100 nuclear antigen,0.375697229,6.597147877,3.203065305,0.002126008,0.025696037,-1.613175387,0,36.01
238512_at,WNT2B,Wnt family member 2B,-0.284416553,7.063019948,-3.202967641,0.002126628,0.025696037,-1.613437564,1,27.79
1554122_a_at,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,-0.317895054,2.942281182,-3.202869011,0.002127254,0.025696037,-1.61370233,1,15.01
231960_at,BRWD1,bromodomain and WD repeat domain containing 1,0.478614152,3.780588134,3.202776928,0.002127839,0.025696037,-1.613949514,0,16.39
1558719_s_at,RPAIN,RPA interacting protein,-0.346026113,5.271560512,-3.201985169,0.002132872,0.025727592,-1.616074674,1,9.07
225747_at,COQ10A,coenzyme Q10A,-0.265971919,5.621061154,-3.200576111,0.002141858,0.025818398,-1.619855801,1,0
225675_at,TMEM260,transmembrane protein 260,0.317022549,6.095712954,3.2004725,0.00214252,0.025820523,-1.620133789,0,29.96
204169_at,IMPDH1,inosine monophosphate dehydrogenase 1,0.305289396,5.218307203,3.199754184,0.002147116,0.025854613,-1.622060851,0,46.98
243295_at,RBM27,RNA binding motif protein 27,-0.184893316,6.850335161,-3.199726236,0.002147295,0.025854613,-1.622135823,1,7.98
232384_s_at,LOC101927272,uncharacterized LOC101927272,0.312421253,6.049023458,3.199134832,0.002151085,0.025886311,-1.62372217,0,17.02
206804_at,CD3G,CD3 gamma subunit of T-cell receptor complex,-0.332147474,9.401285433,-3.199106498,0.002151267,0.025886311,-1.623798167,1,1.02
206487_at,SUN1,Sad1 and UNC84 domain containing 1,-0.237120215,2.571766497,-3.19908663,0.002151395,0.025886311,-1.623851456,1,65.93
200728_at,ACTR2,actin related protein 2,0.188254963,10.41433164,3.19859718,0.002154537,0.025912467,-1.625164155,0,12.68
202953_at,C1QB,complement C1q B chain,0.277491991,3.574800379,3.19842268,0.002155659,0.025920089,-1.62563213,0,36.01
200045_at,ABCF1,ATP binding cassette subfamily F member 1,-0.22247509,7.407098059,-3.198234389,0.002156869,0.02592878,-1.626137065,1,14.03
204158_s_at,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",0.313097172,9.508457165,3.197603557,0.00216093,0.025971722,-1.627828605,0,6.96
238549_at,CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2,-0.280285491,6.382213483,-3.196907437,0.00216542,0.026019795,-1.629694934,1,22.6
240486_at,HELZ,helicase with zinc finger,-0.180221057,6.612014677,-3.196419074,0.002168574,0.026045925,-1.631004084,1,0
218472_s_at,PELO,pelota mRNA surveillance and ribosome rescue factor,0.227248406,6.371329321,3.195479257,0.002174657,0.026096562,-1.633523043,0,95.11
217843_s_at,MED4,mediator complex subunit 4,0.279763531,3.008236515,3.195477346,0.00217467,0.026096562,-1.633528164,0,15.93
209795_at,CD69,CD69 molecule,0.583261203,4.191614803,3.194512498,0.002180932,0.026158876,-1.636113663,0,34.95
226901_at,C17orf58,chromosome 17 open reading frame 58,0.31098705,3.764791497,3.193685194,0.002186314,0.026216936,-1.638330145,0,2.99
1555848_at,RBM18,RNA binding motif protein 18,-0.23068123,4.566736721,-3.192810413,0.00219202,0.026268155,-1.640673379,1,19.05
202362_at,RAP1A,"RAP1A, member of RAS oncogene family",0.25419728,5.37510537,3.192433168,0.002194484,0.026289447,-1.641683747,0,20.4
212451_at,SECISBP2L,SECIS binding protein 2 like,-0.192645283,6.377814725,-3.192387048,0.002194786,0.026289447,-1.641807263,1,0
1569952_x_at,SDCBPP2,syndecan binding protein pseudogene 2,0.288824564,5.908585261,3.191449308,0.002200924,0.026333301,-1.6443184,0,22.01
226327_at,ZNF507,zinc finger protein 507,0.390127387,4.979319126,3.190623724,0.002206342,0.026386241,-1.646528762,0,13.76
208364_at,INPP4A,inositol polyphosphate-4-phosphatase type I A,-0.188967229,9.576130052,-3.189921146,0.002210962,0.026429603,-1.648409475,1,1.02
235995_at,PUM2,pumilio RNA binding family member 2,-0.173178737,6.8574308,-3.188463376,0.002220578,0.026530499,-1.652310801,1,25.99
223001_at,OSTC,oligosaccharyltransferase complex non-catalytic subunit,0.256521186,6.166623051,3.187527422,0.002226772,0.026588692,-1.654814958,0,10.25
213859_x_at,SMARCA5,SNF2 related chromatin remodeling ATPase 5,0.265524173,6.578632032,3.18740358,0.002227593,0.026592518,-1.655146262,0,4.8
225589_at,SH3RF1,SH3 domain containing ring finger 1,0.183450116,1.5743444,3.187027874,0.002230085,0.026616288,-1.656151294,0,20.11
225419_at,MPLKIP,M-phase specific PLK1 interacting protein,0.200789309,6.881119667,3.186347925,0.002234602,0.026664205,-1.657969974,0,49.8
216976_s_at,RYK,receptor like tyrosine kinase,-0.209475935,6.246183872,-3.185898038,0.002237595,0.026693926,-1.659173149,1,75.89
238551_at,FUT11,fucosyltransferase 11,-0.263787981,4.978806107,-3.185743364,0.002238624,0.026700219,-1.659586779,1,24.67
226275_at,MXD1,MAX dimerization protein 1,0.275098129,11.19897347,3.185640868,0.002239307,0.026702369,-1.659860867,0,117.02
232587_at,EML4,EMAP like 4,-0.278984105,6.264703306,-3.185527383,0.002240063,0.026705394,-1.660164333,1,11.5
216013_at,ZXDB,zinc finger X-linked duplicated B,-0.230185934,4.908056543,-3.185097237,0.002242932,0.026727597,-1.661314504,1,40.05
242528_at,HOXA-AS2,HOXA cluster antisense RNA 2,0.209599172,2.844364302,3.184991156,0.002243639,0.026730039,-1.661598139,0,26.02
225949_at,NRBP2,nuclear receptor binding protein 2,-0.218475776,4.363035532,-3.183882461,0.00225105,0.026800306,-1.664562107,1,4.17
231041_at,POLR1E,RNA polymerase I subunit E,-0.297337203,4.330826898,-3.183635122,0.002252707,0.02681402,-1.665223238,1,21.98
203746_s_at,HCCS,holocytochrome c synthase,0.2343716,6.017598572,3.182322688,0.002261515,0.026906814,-1.66873073,0,30.03
225148_at,RPS19BP1,ribosomal protein S19 binding protein 1,0.155059083,7.057693238,3.181224824,0.002268908,0.026988733,-1.671663992,0,38.01
200039_s_at,PSMB2,proteasome 20S subunit beta 2,-0.15308082,8.549895323,-3.180919438,0.002270969,0.02700167,-1.672479789,1,11.99
226884_at,LRRN1,leucine rich repeat neuronal 1,0.716070547,2.857058345,3.180913038,0.002271012,0.02700167,-1.672496887,0,3.02
218179_s_at,TRAPPC11,trafficking protein particle complex subunit 11,0.26933285,4.699738498,3.180585341,0.002273225,0.027015895,-1.673372222,0,15.93
203299_s_at,AP1S2,adaptor related protein complex 1 subunit sigma 2,0.386853726,4.202035088,3.17997787,0.002277333,0.02704657,-1.674994712,0,15.01
219392_x_at,PRR11,proline rich 11,-0.125124199,8.944912145,-3.179794344,0.002278575,0.027049236,-1.675484848,1,21.98
227164_at,SRSF1,serine and arginine rich splicing factor 1,0.235591004,6.660003651,3.179190545,0.002282667,0.027091761,-1.677097245,0,14.42
202505_at,SNRPB2,small nuclear ribonucleoprotein polypeptide B2,0.271477851,6.515570945,3.178618347,0.002286551,0.027125745,-1.678625052,0,60.97
205756_s_at,F8,coagulation factor VIII,0.334656385,3.217465941,3.178440541,0.002287759,0.027134022,-1.679099767,0,14.03
224850_at,ATAD1,ATPase family AAA domain containing 1,0.442957942,4.493956398,3.17709268,0.002296938,0.027224657,-1.682697727,0,0
231788_at,LPAR5,lysophosphatidic acid receptor 5,-0.291839392,6.476957557,-3.174684482,0.002313423,0.027401715,-1.689123419,1,51.94
58900_at,UBE2D4,ubiquitin conjugating enzyme E2 D4,-0.224158222,4.608820044,-3.173903879,0.00231879,0.027440827,-1.691205521,1,11.99
1552399_a_at,BRF1,BRF1 RNA polymerase III transcription initiation factor subunit,-0.290084098,5.905455629,-3.173754816,0.002319817,0.02744686,-1.691603077,1,12.98
228030_at,RBM6,RNA binding motif protein 6,-0.304969317,9.112118337,-3.173363118,0.002322515,0.027460389,-1.692647679,1,6.04
205928_at,ZNF443,zinc finger protein 443,0.334233484,2.941507093,3.17331023,0.00232288,0.027460389,-1.692788717,0,13.99
225057_at,SLC15A4,solute carrier family 15 member 4,0.347085682,7.653442945,3.17328893,0.002323027,0.027460389,-1.692845517,0,10.78
210309_at,RECQL5,RecQ like helicase 5,-0.212368543,4.938254503,-3.172778911,0.002326546,0.027484007,-1.694205507,1,33.51
210694_s_at,ZNF514,zinc finger protein 514,-0.372442396,6.233731802,-3.172774535,0.002326576,0.027484007,-1.694217173,1,15.11
239382_at,HPS1,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1,-0.257071327,6.746538715,-3.1720474,0.002331602,0.027537258,-1.696155838,1,6.11
209089_at,RAB5A,"RAB5A, member RAS oncogene family",0.226973038,9.420683519,3.171840704,0.002333033,0.027544423,-1.696706866,0,36.01
203752_s_at,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit",-0.132557142,11.99146784,-3.169832998,0.002346971,0.027663442,-1.702057851,1,19.97
203030_s_at,PTPRN2,protein tyrosine phosphatase receptor type N2,0.490790453,4.78470288,3.169540868,0.002349005,0.027669013,-1.70283624,0,14.03
230128_at,CKAP2,cytoskeleton associated protein 2,-0.379220232,5.389790571,-3.169033715,0.002352541,0.027704524,-1.704187441,1,0.99
203384_s_at,GOLGA1,golgin A1,0.183137542,5.42079724,3.167951422,0.002360104,0.027781274,-1.707070467,0,37.16
225796_at,PXK,PX domain containing serine/threonine kinase like,0.28908719,5.914812074,3.1676859,0.002361963,0.027796999,-1.70777766,0,50
227250_at,KREMEN1,kringle containing transmembrane protein 1,0.738617534,5.915138458,3.16746636,0.002363501,0.027805593,-1.708362353,0,12.94
229005_at,MCTP2,multiple C2 and transmembrane domain containing 2,0.352378621,7.355022136,3.167218954,0.002365235,0.02781703,-1.709021224,0,19.97
215151_at,DOCK10,dedicator of cytokinesis 10,-0.334466524,5.070741718,-3.16571968,0.002375771,0.027916226,-1.713013183,1,2
238790_at,LOC374443,C-type lectin domain family 2 member D pseudogene,-0.267329526,4.071239215,-3.165526213,0.002377134,0.027921758,-1.713528207,1,17.81
225904_at,CCSAP,"centriole, cilia and spindle associated protein",0.361798852,6.030435213,3.164838926,0.00238198,0.027964461,-1.715357642,0,44.65
1569852_at,LSMEM1,leucine rich single-pass membrane protein 1,0.362297935,5.356871815,3.164596736,0.002383691,0.027978358,-1.716002238,0,35.78
220690_s_at,DHRS7B,dehydrogenase/reductase 7B,0.237868155,4.999283571,3.163688598,0.002390114,0.028035172,-1.718418968,0,19.97
242608_x_at,FAM161B,FAM161 centrosomal protein B,-0.175330252,5.892100044,-3.163508932,0.002391386,0.028043911,-1.718897037,1,21.71
202919_at,MOB4,"MOB family member 4, phocein",0.328113006,5.576074748,3.163287952,0.002392952,0.028056086,-1.719485007,0,13.4
215785_s_at,CYFIP2,cytoplasmic FMR1 interacting protein 2,-0.228330507,9.033181113,-3.162680086,0.002397265,0.028084187,-1.721102231,1,34.23
209649_at,STAM2,signal transducing adaptor molecule 2,0.399725663,5.048995068,3.161000962,0.002409217,0.028190814,-1.725568372,0,1.02
206488_s_at,CD36,CD36 molecule (CD36 blood group),0.277193487,8.725994672,3.16030798,0.002414166,0.028242504,-1.727411074,0,27.07
201243_s_at,ATP1B1,ATPase Na+/K+ transporting subunit beta 1,0.336122563,6.471973212,3.159791584,0.00241786,0.028276816,-1.728784028,0,78.02
1554740_a_at,IPP,intracisternal A particle-promoted polypeptide,-0.252330833,5.987319304,-3.15972657,0.002418326,0.028276816,-1.728956871,1,21.12
204324_s_at,GOLIM4,golgi integral membrane protein 4,0.26392754,6.421272092,3.15825786,0.002428863,0.028376957,-1.732860829,0,46.62
215069_at,NMT2,N-myristoyltransferase 2,-0.329399545,5.462866154,-3.157518301,0.002434185,0.028420395,-1.734826149,1,38.53
227075_at,ELP3,elongator acetyltransferase complex subunit 3,-0.271999788,8.205690359,-3.157432424,0.002434804,0.028421375,-1.735054337,1,30.98
227013_at,LATS2,large tumor suppressor kinase 2,0.346541432,7.145367595,3.15721518,0.00243637,0.028427165,-1.735631573,0,25.95
201575_at,SNW1,SNW domain containing 1,0.176897283,9.032235512,3.156838581,0.002439086,0.028441492,-1.736632158,0,13.01
228828_at,TSPOAP1-AS1,"TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1",-0.224449711,8.269185396,-3.156822418,0.002439203,0.028441492,-1.736675099,1,30.98
1558549_s_at,VNN1,vanin 1,0.610205076,4.822856935,3.156719352,0.002439947,0.028443927,-1.736948921,0,7.19
232830_at,RNF32,ring finger protein 32,-0.186394825,5.465591257,-3.156362448,0.002442525,0.028450205,-1.737897075,1,51.28
242488_at,CHRM3,cholinergic receptor muscarinic 3,0.157968041,2.222301943,3.156333172,0.002442737,0.028450205,-1.737974845,0,13.76
232066_x_at,CTBP1-DT,CTBP1 divergent transcript,-0.127289204,9.858242778,-3.15624933,0.002443343,0.028450205,-1.738197567,1,124.18
1561485_at,IQCA1,IQ motif containing with AAA domain 1,0.188213298,1.996405194,3.156240788,0.002443404,0.028450205,-1.738220258,0,88.14
212863_x_at,CTBP1,C-terminal binding protein 1,-0.139481963,11.32943795,-3.156200266,0.002443697,0.028450205,-1.738327902,1,11.37
1554451_s_at,DNAJC14,DnaJ heat shock protein family (Hsp40) member C14,-0.177906341,7.039427121,-3.155508716,0.002448702,0.028501954,-1.740164791,1,1.02
204342_at,SLC25A24,solute carrier family 25 member 24,0.392643282,5.961962095,3.155437954,0.002449215,0.028501954,-1.740352732,0,22.6
223482_at,TMEM120A,transmembrane protein 120A,0.360153777,6.829433672,3.154789184,0.00245392,0.028550454,-1.742075699,0,9.63
235142_at,ZBTB8A,zinc finger and BTB domain containing 8A,-0.238433507,2.507910049,-3.154393561,0.002456793,0.028565122,-1.743126247,1,21.88
212648_at,DHX29,DExH-box helicase 29,0.300399303,5.130888423,3.152488083,0.002470676,0.028688196,-1.748184783,0,13.76
211220_s_at,HSF2,heat shock transcription factor 2,-0.338565511,7.180509675,-3.151895564,0.002475008,0.028720216,-1.749757314,1,47.37
207422_at,ADAM20,ADAM metallopeptidase domain 20,-0.382639668,4.929416917,-3.151823347,0.002475536,0.028720216,-1.749948963,1,0
213357_at,GTF2H5,general transcription factor IIH subunit 5,0.366612697,4.445368017,3.15116259,0.002480376,0.028750282,-1.751702317,0,36.99
203403_s_at,RNF6,ring finger protein 6,0.447989132,5.645346745,3.151133424,0.00248059,0.028750282,-1.751779706,0,19.45
229686_at,P2RY8,P2Y receptor family member 8,-0.194475221,10.2865697,-3.149977546,0.002489079,0.028805693,-1.754846235,1,43
243529_at,MARS2,"methionyl-tRNA synthetase 2, mitochondrial",-0.294878389,6.611783314,-3.149932851,0.002489408,0.028805693,-1.754964794,1,18.04
212972_x_at,APBB2,amyloid beta precursor protein binding family B member 2,-0.145079432,8.655867009,-3.149377142,0.002493499,0.0288229,-1.756438781,1,27
224931_at,SLC41A3,solute carrier family 41 member 3,-0.204556422,7.221094569,-3.149366545,0.002493577,0.0288229,-1.756466885,1,8.44
225395_s_at,FAM120AOS,family with sequence similarity 120 member A opposite strand,0.192931141,6.913632091,3.149362583,0.002493606,0.0288229,-1.756477395,0,21.29
1553757_at,IQCG,IQ motif containing G,-0.24667577,4.964048795,-3.149262342,0.002494345,0.028823185,-1.756743258,1,11.07
213805_at,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",0.496295083,5.870786273,3.149172914,0.002495004,0.028823185,-1.756980436,0,1.54
222607_s_at,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",0.297510158,2.381609026,3.149058489,0.002495848,0.028823185,-1.757283905,0,117.02
235650_at,CDHR3,cadherin related family member 3,-0.24641921,3.515786425,-3.148061616,0.00250321,0.02888992,-1.759927392,1,0.53
1562110_at,IWS1,"interacts with SUPT6H, CTD assembly factor 1",0.36046634,4.990704621,3.147311203,0.002508765,0.028941462,-1.761916927,0,13.01
201200_at,CREG1,cellular repressor of E1A stimulated genes 1,0.470631027,7.490768315,3.147229998,0.002509366,0.028942122,-1.7621322,0,20.6
204370_at,CLP1,cleavage factor polyribonucleotide kinase subunit 1,0.189318434,5.909938029,3.147102867,0.002510309,0.028946711,-1.762469217,0,0
226972_s_at,CCDC136,coiled-coil domain containing 136,-0.232188494,4.61402454,-3.146971724,0.002511281,0.028951644,-1.762816857,1,26.02
219549_s_at,RTN3,reticulon 3,0.286425543,9.396924041,3.145487477,0.002522313,0.029066214,-1.766750659,0,44.88
212321_at,SGPL1,sphingosine-1-phosphate lyase 1,0.19530565,6.100386252,3.144311809,0.002531084,0.029142006,-1.769865666,0,1.02
205396_at,SMAD3,SMAD family member 3,-0.308981619,5.728203141,-3.144029625,0.002533193,0.02915366,-1.770613204,1,44.88
202658_at,PEX11B,peroxisomal biogenesis factor 11 beta,-0.189177708,8.32713737,-3.143903176,0.002534139,0.0291549,-1.770948166,1,0.69
1559042_at,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,0.258775664,2.778515145,3.14373954,0.002535363,0.029155725,-1.771381624,0,20.27
223214_s_at,ZHX1,zinc fingers and homeoboxes 1,0.349055005,3.792557128,3.143492505,0.002537212,0.029155725,-1.772035965,0,35.28
216593_s_at,PIGC,phosphatidylinositol glycan anchor biosynthesis class C,-0.192690337,6.965306574,-3.142965227,0.002541164,0.029194822,-1.773432488,1,1.54
213278_at,MTMR9,myotubularin related protein 9,0.310748039,5.853028187,3.142343795,0.002545829,0.029235773,-1.775078164,0,32.88
223257_at,G2E3,G2/M-phase specific E3 ubiquitin protein ligase,0.276629731,4.576247654,3.142083699,0.002547783,0.029249291,-1.775766881,0,17.02
213056_at,FRMD4B,FERM domain containing 4B,0.267159999,1.49067219,3.141985948,0.002548518,0.029249291,-1.776025709,0,11.99
231656_x_at,OSBPL10,oxysterol binding protein like 10,-0.268474197,4.538872569,-3.141505167,0.002552136,0.02927658,-1.777298649,1,15.64
1559003_a_at,CCDC163,CCDC163 homolog,-0.463912238,4.739827671,-3.141040011,0.002555641,0.029309236,-1.778530085,1,17.02
210643_at,TNFSF11,TNF superfamily member 11,0.154591457,1.149237248,3.140925369,0.002556506,0.029309236,-1.778833564,0,39.95
244487_at,NCK1,NCK adaptor protein 1,0.310947866,3.465949614,3.140907917,0.002556638,0.029309236,-1.778879761,0,12.09
206765_at,KCNJ2,potassium inwardly rectifying channel subfamily J member 2,0.559938135,8.576617408,3.140742439,0.002557886,0.029317224,-1.779317798,0,27
210778_s_at,MXD4,MAX dimerization protein 4,-0.230294683,5.645456755,-3.140287915,0.002561318,0.029333534,-1.780520879,1,1.02
218769_s_at,ANKRA2,ankyrin repeat family A member 2,0.425460394,4.103139826,3.140238088,0.002561695,0.029333534,-1.780652757,0,11.01
202959_at,MMUT,methylmalonyl-CoA mutase,0.37820268,5.510808807,3.140197066,0.002562005,0.029333534,-1.780761333,0,22.5
231663_s_at,ARG1,arginase 1,0.37232026,4.314767581,3.140188582,0.002562069,0.029333534,-1.780783785,0,17.38
217976_s_at,DYNC1LI1,dynein cytoplasmic 1 light intermediate chain 1,0.336478952,6.496484266,3.139699757,0.002565766,0.029363209,-1.782077489,0,38.01
203804_s_at,LUC7L3,LUC7 like 3 pre-mRNA splicing factor,0.314184616,7.084433912,3.139410975,0.002567952,0.029381903,-1.7828417,0,23.98
215269_at,TRAPPC10,trafficking protein particle complex subunit 10,-0.240937551,6.047939532,-3.138717193,0.002573212,0.029435745,-1.78467746,1,0.99
204871_at,MTERF1,mitochondrial transcription termination factor 1,0.238018462,5.687722691,3.138309814,0.002576305,0.029464786,-1.78575526,0,19.02
202495_at,TBCC,tubulin folding cofactor C,0.208524556,5.044611221,3.136464581,0.002590358,0.029617084,-1.790635905,0,42.74
244272_s_at,TC2N,"tandem C2 domains, nuclear",-0.285329595,7.024574962,-3.136109983,0.002593067,0.029637366,-1.791573581,1,15.93
208530_s_at,RARB,retinoic acid receptor beta,-0.211662119,4.927759236,-3.136027051,0.002593701,0.029638238,-1.79179287,1,12.58
213875_x_at,C6orf62,chromosome 6 open reading frame 62,-0.135020006,10.76427339,-3.13564817,0.002596599,0.029664976,-1.792794655,1,16.98
200957_s_at,SSRP1,structure specific recognition protein 1,-0.202588811,6.698114836,-3.134889277,0.002602413,0.02971862,-1.794800953,1,17.02
203170_at,RRP8,ribosomal RNA processing 8,-0.272684535,5.217185733,-3.134584778,0.002604749,0.029732521,-1.795605862,1,36.99
204297_at,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,0.240915514,7.305352778,3.134460718,0.002605702,0.029736588,-1.795933786,0,18.23
213304_at,TOGARAM1,TOG array regulator of axonemal microtubules 1,0.335522518,3.025186412,3.134392614,0.002606225,0.029736588,-1.796113798,0,139.06
237211_x_at,MORN3,MORN repeat containing 3,-0.213307457,5.550885997,-3.133951046,0.002609618,0.029756138,-1.797280884,1,0
202557_at,HSPA13,heat shock protein family A (Hsp70) member 13,0.453182737,6.05501234,3.133085979,0.002616277,0.029800103,-1.799566955,0,15.64
239805_at,SLC13A2,solute carrier family 13 member 2,-0.174323457,3.963333957,-3.132589083,0.002620109,0.029837359,-1.800879874,1,55.88
223156_at,MRPS23,mitochondrial ribosomal protein S23,0.277936376,7.23102967,3.132276817,0.00262252,0.029858418,-1.801704877,0,15.6
218732_at,PTRH2,peptidyl-tRNA hydrolase 2,0.2150538,6.745489241,3.131248134,0.002630478,0.029925622,-1.804422227,0,27.79
212688_at,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.242762532,8.817359252,3.131236866,0.002630565,0.029925622,-1.804451989,0,63.37
204847_at,ZBTB11,zinc finger and BTB domain containing 11,0.39932851,4.873394848,3.131122829,0.002631448,0.029925622,-1.804753188,0,25.03
222617_s_at,FAM204A,family with sequence similarity 204 member A,0.261071422,6.144495461,3.131004627,0.002632365,0.029925622,-1.805065378,0,3.48
1558648_at,CCDC32,coiled-coil domain containing 32,-0.223374718,5.452940521,-3.130613241,0.0026354,0.029953723,-1.806099029,1,10.51
203079_s_at,CUL2,cullin 2,0.297507127,5.996566133,3.130193217,0.002638661,0.029965395,-1.807208211,0,50
206587_at,CCT6B,chaperonin containing TCP1 subunit 6B,0.297295344,2.527904582,3.130190515,0.002638682,0.029965395,-1.807215346,0,0
224596_at,SLC44A1,solute carrier family 44 member 1,0.414323884,6.046586671,3.130058408,0.002639709,0.029970648,-1.807564186,0,15.64
216085_at,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",-0.28629819,3.287602826,-3.128631987,0.002650816,0.030077485,-1.811330095,1,119.61
219889_at,FRAT1,FRAT regulator of WNT signaling pathway 1,0.323053439,7.609022473,3.126078569,0.002670809,0.030282255,-1.818068309,0,36.47
213413_at,STON1,stonin 1,0.219466168,1.658162299,3.126036165,0.002671142,0.030282255,-1.818180175,0,84.99
244561_at,SLC9A7,solute carrier family 9 member A7,-0.32005724,5.83940357,-3.124735494,0.002681382,0.030372421,-1.821610951,1,27
241401_at,WDFY3-AS2,WDFY3 antisense RNA 2,0.21036166,1.778831332,3.123918307,0.002687834,0.030424958,-1.823765916,0,11.63
48030_i_at,FAXDC2,fatty acid hydroxylase domain containing 2,-0.545807751,8.645499229,-3.123858093,0.00268831,0.030424958,-1.82392469,1,42.74
221515_s_at,LCMT1,leucine carboxyl methyltransferase 1,-0.180577803,5.956731269,-3.12349997,0.002691142,0.03043984,-1.824868937,1,2.66
226999_at,RNPC3,"RNA binding region (RNP1, RRM) containing 3",-0.143156386,8.268858459,-3.123474614,0.002691343,0.03043984,-1.824935788,1,10.12
220496_at,CLEC1B,C-type lectin domain family 1 member B,0.426822044,6.357496023,3.123286189,0.002692835,0.030448523,-1.825432565,0,56.04
202641_at,ARL3,ARF like GTPase 3,0.222448324,6.032761174,3.123232903,0.002693257,0.030448523,-1.825573048,0,47.4
203969_at,PEX3,peroxisomal biogenesis factor 3,-0.253685102,5.520410161,-3.122991512,0.002695169,0.030453621,-1.826209432,1,24.67
204194_at,BACH1,BTB domain and CNC homolog 1,0.458895451,9.018792999,3.122241636,0.002701117,0.03051143,-1.828186112,0,0
202956_at,ARFGEF1,ARF guanine nucleotide exchange factor 1,0.225122253,8.613619747,3.122133898,0.002701973,0.03051461,-1.828470081,0,19.88
210966_x_at,LARP1,"La ribonucleoprotein 1, translational regulator",-0.272512062,6.901469445,-3.121895813,0.002703865,0.030529487,-1.829097587,1,33.02
203596_s_at,IFIT5,interferon induced protein with tetratricopeptide repeats 5,0.564255338,6.475713165,3.121716002,0.002705294,0.03053914,-1.829571484,0,9.69
226350_at,CHML,CHM like Rab escort protein,0.46232334,2.995946271,3.121555242,0.002706573,0.030547086,-1.829995152,0,0
202431_s_at,MYC,"MYC proto-oncogene, bHLH transcription factor",-0.313276255,7.820213296,-3.121000244,0.002710992,0.030581065,-1.831457679,1,8.41
235949_at,IFT56,intraflagellar transport 56,0.269214275,1.36669616,3.119860933,0.002720084,0.030654007,-1.834459391,0,15.77
1554565_x_at,SPPL3,signal peptide peptidase like 3,-0.221047511,6.107161309,-3.119769405,0.002720816,0.030655752,-1.834700502,1,17.81
206522_at,MGAM,maltase-glucoamylase,0.509862813,8.066780462,3.119299565,0.002724574,0.030678591,-1.835938123,0,34.99
